,Next,Standard,294,Virtual,1,Total Errors,1,,,Manca l'ASIN,Inviato ad Amazon,,Inviato all'assistenza,,,,,
,box,Temporary,16,,,,,,,Manca lo SKU,In waiting,,Scartato,#REF!,,,,
,Box,Box Type,Picked,Shipped,LPN,Brand,Additional Info,Other Info,Product Description,Destination,Verification Request,State (Amz),Reason (Amz),Customer Notes,ASIN,SKU,FNSKU,Notes
,163,Standard,21/03/2024,,LPNA031749625,Roten,,X,RO+TEN - Busto semirigido per donna con spallacci e tiranti - M,Assistance,,,,,B0100YE862,YS-W106-KAJZ,X001NZ6QHF,
,164,Standard,21/03/2024,,LPNA038997953,Roten,,,RO+Ten | Equal 450 | Tutore a Stivaletto Rigido Basso | Scarpe Ortopediche Donna e Uomo | Tutore Caviglia Distorsione | Cinghia di Fissaggio (L),Assistance,,,,,B0BR84W5NB,KZ-CLIC-JV0R,X001P1CPXL,
,164,Standard,21/03/2024,,LPNHF001201186,Roten,,,EQUALIZER RO+TEN PR4-400 tutore fisso per tibio-tarsica per trauma alla caviglia e lesioni al tendine d'Achille - mis. LARGE (44-47) - Conforme alla n,Assistance,,,,,B07BRGXV32,LD-QYNI-MEQB,X001O28MO7,
,164,Standard,21/03/2024,,LPNHF001415235,Roten,,,EQUALIZER RO+TEN PR4-400 tutore fisso per tibio-tarsica per trauma alla caviglia e lesioni al tendine d'Achille - Conforme alla normativa CE,Assistance,,,,,B07BRTBWQR,F4-VQFA-SO60,X001O28HID,
,164,Standard,21/03/2024,,LPNHE781176613,Roten,,,RO+TEN - Tutore a cuscino per spalla con abduzione fissa a 10° TOP-S 10° - M,Assistance,,,,,B0100Y2G7A,6W-DOJJ-2GST,X001JOECAN,
,A,Standard,22/03/2024,,LPNA032105314,Singer,,,Singer Simple 3232,Assistance,,DEFECTIVE,DEFECTIVE,"Motore bloccato. Premendo il pulsante di avvio, il motore emette un ronzio elettrico (sforza) ma non gira. Il prodotto è stato venduto usato da Amazon, ma evidentemente, non controllato.",B00BQFMYGG,amzn.gr.v2.50ibaFno1doZ2eHqfE_Xl5f6WjU,X001YIQ5DV,
,A,,22/03/2024,,LPNA032003847,Singer,,,"Singer Start 1306 Macchina da Cucire Meccanica, Bianco, Sconosciuta",Assistance,,DEFECTIVE,DEFECTIVE,,B00SWI4J18,W5-HNTV-QTNM,X001LQGAX1,
,163,Standard,22/03/2024,,LPNA031730303,Roten,,X,EQUALIZER RO+TEN PR4-400 tutore fisso per tibio-tarsica per trauma alla caviglia e lesioni al tendine d'Achille - mis. MEDIUM (39-44) - Conforme alla normativa CE,Assistance,,DEFECTIVE,QUALITY_UNACCEPTABLE,Prodotto non adeguato,B07BRTB7YL,Z2-NGMW-RCJ0,X001O24VSN,
,163,Standard,22/03/2024,,LPNA031624711,Roten,,X,RO+TEN - Busto semirigido per donna con spallacci e tiranti - M,Assistance,,DEFECTIVE,NOT_COMPATIBLE,"Il prodotto non è quello che si pensava. È estremamente rigido qui di più che un supporto è una gabbia e la persona che lo deve utilizzare, essendo anziana, non riesce a portarlo per il male.",B0100YE862,YS-W106-KAJZ,X001NZ6QHF,
,280,Standard,22/03/2024,,LPNA047245181,Roten,,,RO+TEN - Taylor II Tutore dorso-lombare con busto sat - S,Assistance,,DEFECTIVE,NOT_COMPATIBLE,La misura non è adatta a mia madre,B0100YQYJ6,IQ-4BZW-81NZ,X001NZ9RBH,
,163,Standard,25/03/2024,,LPNA030960911,Roten,,X,RO+TEN - Busto semirigido per donna con spallacci e tiranti - M,Assistance,,DEFECTIVE,NOT_COMPATIBLE,Piccolo di Taglia,B0100YE862,YS-W106-KAJZ,X001NZ6QHF,
,A,Standard,25/03/2024,,LPNA031887405,Singer,,,"Singer Start 1306 Macchina da Cucire Meccanica, Bianco",Assistance,,DEFECTIVE,DAMAGED_BY_FC,Non funziona un programma e il rocchetto non si avvolge.,B00SWI4J18,OB-ONF3-O7WR,X001VSCQR3,
,115S,,02/04/2024,,LPNHE764138331,Speedbox,,OO,"Speedbox 3.0 pour Moteur Bosch Active, Performance/CX, Compatible Moteur 2020",Assistance,,,,,B083SDYG86,CU-DLOY-JMX6,X001EZC8A3,
,115P,Standard,02/04/2024,,LPNHK067867790,Peartune,,x,PearTune MSO 3.0 Brose Specialized 2.0 / 2.1 / 2.2 E-Bike Tuning Master Mind Display,Assistance,,,,,B099NCFTST,42-4A33-ZWJM,X001JNEO9N,
,115P,Standard,02/04/2024,,LPNHK106737678,Peartune,,x,PearTune MSO 3.0 Brose Specialized 2.0 / 2.1 / 2.2 E-Bike Tuning Master Mind Display,Assistance,,,,,B099NCFTST,42-4A33-ZWJM,X001JNEO9N,
,115P,Standard,02/04/2024,,LPNHE686532243,Peartune,,x,PearTune MSO 2.0 für Brose 2014-2021 E-Bike Tuning Modul,Assistance,,,,,B08L9KJS42,VQ-KEGK-4NUK,X001JZAGM5,
,115P,Standard,02/04/2024,,LPNHE757135517,powunity,,X,PowUnity BikeTrax GPS-Tracker für E-Bikes | Diebstahlalarm | Live-Tracking | Routentagebuch [Bosch Generation 4],Assistance,,,,,B08JQMKQTJ,0W-2CKA-3MDV,X001QPU2GN,
,113,Standard,03/04/2024,,LPNRP006274327,Colpharma,,,"COLPHARMA - Dispositivo de magnetoterapia MAGNETOCARE, alta intensidad, alta y baja frecuencia, 2 canales, 20 programas de intensidad regulable",Assistance,,DEFECTIVE,DEFECTIVE,,B07LG4QT24,J9-VZOT-2OD0,X001TDI7EL,
,113,Standard,04/04/2024,,LPNHE639167203,Globus,,,"Globus | Magnum 3000 Pro Solenoides Flexibles, Magnetoterapia 70 programas para el tratamiento de Patologías osteoarticulares y Recuperación ortopé",Assistance,,DEFECTIVE,DEFECTIVE,una de las dos conexiones es defectuosa con lo que solo puedo utilizar dos de los cuatro selenoides o almohadillas,B07YZMP5D3,O3-80CP-Q2FA,X001N56IQT,
,113,Standard,04/04/2024,,LPNA044003879,Itech,,,"IACER I-Tech MAG 2000, per Magnetoterapia Domiciliare e Professionale, 2 canali da 150 Gauss cad, 35 Programmi, Fascia Elastica a 3 Solenoidi, Borsa p",Assistance,,CUSTOMER_DAMAGED,DAMAGED_BY_CARRIER,,B0081DKVSO,0M-KEYY-LR0J,X001OQACUP,
,113,Standard,04/04/2024,,LPNA045113093,Globus,,,"Globus | Elite SII, Elettrostimolatore a 2 Canali, 100 Programmi Per Qualsiasi Esigenza Di Trattamento, Fitness, Forma Fisica, Bellezza, Salute e Bene",Assistance,,DEFECTIVE,DEFECTIVE,"Il pacco batterie è difettoso; dopo un ciclo di ricarica di 12h, come da istruzioni, tiene la carica per poche ore ed al massimo per un solo utilizzo.",B00IRFXSP4,6T-RUH8-G4XJ,X0018QTOEB,
,113,Standard,04/04/2024,,LPNA038079507,Globus,,,Globus Genesy 300 Pro | Elettrostimolatore 4 Canali | Elettroterapia | 91 Programmi | Tens | Fitness | Incontinenza,Assistance,,DEFECTIVE,DEFECTIVE,Difettoso non funzionante,B01HQEMPVY,5V-QR44-R241,X001J55QVV,
,163,Standard,04/04/2024,,LPNA047466403,Roten,,,RO+Ten | Equal 450 | Tutore a Stivaletto Rigido Basso | Scarpe Ortopediche Donna e Uomo | Tutore Caviglia Distorsione | Cinghia di Fissaggio (XL),Assistance,,DEFECTIVE,NOT_COMPATIBLE,Non si adatta alle mie bende,B0BR86SSKJ,JZ-YB1O-Y8B5,X001P1MB2B,
,237,Standard,04/04/2024,,LPNA036329891,Roten,,,RO+Ten | Equal 450 | Tutore a Stivaletto Rigido Basso | Scarpe Ortopediche Donna e Uomo | Tutore Caviglia Distorsione | Cinghia di Fissaggio (XL),Assistance,,DEFECTIVE,NOT_AS_DESCRIBED,"Sul sito di vendita era riportato taglia XL, dalle istruzioni allegate al prodotto si evince che corrisponde a numero superiore al 47. Mi necessita un articolo taglia L (45-47), che ordineró",B0BR86SSKJ,JZ-YB1O-Y8B5,X001P1MB2B,
,,Standard,04/04/2024,,N.A.,Singer,,Singer 2282,-,Used inventory,,-,-,-,B00IKH6Q1C, 42-5O9W-HRFE,-,
,v1,,04/04/2024,,N.A.,Singer,,Singer 2282,-,Assistance,,-,-,-,B00IKH6Q1C,-,-,
,v1,,04/04/2024,,N.A.,Singer,,Singer 2282,-,Assistance,,-,-,-,B00IKH6Q1C,-,-,
,v1,,04/04/2024,,N.A.,Singer,,Singer 2282,-,Assistance,,-,-,-,B00IKH6Q1C,-,-,
,v1,,18/04/2024,,LPNHF001301720,Singer,,,Singer Stiratrice a Vapore Verticale SWCV1.02E,Assistance,,DEFECTIVE,DEFECTIVE,il serbatoio perde acqua,B08BG98NKZ,SR-SE5P-3F7W,X001NKIV5P,
,v1,,18/04/2024,,LPNIC055181085,Singer,,,Singer Herramienta rápida para Coser Puntadas,Assistance,,DEFECTIVE,DAMAGED_BY_FC,Se nota que está usado. Tiene una bobina puesta y un trozo de tela hilvanado. Además la caja no tiene precinto exterior y la bolsita de la máquina está abierta.,B003BS34FG,FK-PB3S-Y1AC,X001NKJ0AP,
,v1,,18/04/2024,,N.A.,Singer,,singer start 1306,-,Assistance,,-,-,-,B00SWI4J18,-,-,
,v1,,18/04/2024,,N.A.,Singer,,singer start 1306,-,Assistance,,-,-,-,B00SWI4J18,-,-,
,v1,,18/04/2024,,N.A.,Singer,,siger 3321,-,Assistance,,-,-,-,B0065GDYSI,-,-,
,v1,,18/04/2024,,N.A.,Singer,,siger 3321,-,Assistance,,-,-,-,B0065GDYSI,-,-,
,v1,,18/04/2024,,N.A.,Singer,,singer 1408,-,Assistance,,-,-,-,B006GAU4TU,-,-,
,v1,,18/04/2024,,N.A.,Singer,,singer 1408,-,Assistance,,-,-,-,B006GAU4TU,-,-,
,v1,,18/04/2024,,N.A.,Singer,,singer steamworks,-,Assistance,,-,-,-,B0C1KQXDSV,-,-,
,v1,,18/04/2024,,N.A.,Singer,,singer steamworks,-,Assistance,,-,-,-,B0C1KQXDSV,-,-,
,A,,18/04/2024,,LPNIC104884663,Singer,, ,"Singer 2282 Tradition - Máquina de coser mecánica, 32 puntadas, Blanco",Assistance,,DEFECTIVE,QUALITY_UNACCEPTABLE,"PEDAL, SIN FUNCIONAR",B00IKH6Q1C,42-5O9W-HRFE,X001VWXGL9,
,v1,Standard,18/04/2024,,LPNA030887844,Singer,,,"Singer HD 4411 Macchina per Cucire, Bianco",Assistance,,DEFECTIVE,DEFECTIVE,,B008CCK4RC,TQ-7FCB-V6WG,X001LQGAMR,
,A,Standard,18/04/2024,,LPNA031897470,Singer,,,Singer HD 4411 Macchina per Cucire,Assistance,,DEFECTIVE,DEFECTIVE,La macchina va solo in retromarcia. La leva per mettere/togliere la retro non funziona,B008CCK4RC,H5-O74L-6Q0W,X001TSZECT,
,v3,,18/04/2024,,N.A.,Singer,,em200,-,Waiting,,-,-,-,B016ONHGMG,-,-,
,v3,,18/04/2024,,N.A.,Singer,,em200,-,Waiting,,-,-,-,B016ONHGMG,-,-,
,v3,Standard,18/04/2024,,LPNHF001411534,Singer,,em200,Singer Quantum Stylist EM 200 - Macchina per ricamo,Waiting,,CUSTOMER_DAMAGED,UNWANTED_ITEM,,B016ONHGMG,CJ-IGDZ-CXYF,X001OC5XB7,
,v3,Standard,18/04/2024,,LPNHE639604130,Singer,,model 1306,"Singer 1306, Plástico, Blanco",Waiting,,DEFECTIVE,QUALITY_UNACCEPTABLE,No funciona como lo esperado (Aguja),B00SWI4J18,W5-HNTV-QTNM,X001LQGAX1,
,v3,,18/04/2024,,LPNHL961475802,Singer,,1408,"Singer, Weiss, 1 Nähmaschine, Acrylic, 1",Waiting,,DEFECTIVE,QUALITY_UNACCEPTABLE,Nadelausrichtung ungenau.,B006GAU4TU,PR-MKDL-GD46,X001IC31FX,
,v3,,18/04/2024,,N.A.,Singer,,1409,-,Waiting,,-,-,-,B008F8C8AE,-,-,
,v3,,18/04/2024,,N.A.,Singer,,1409,-,Waiting,,-,-,-,B008F8C8AE,-,-,
,115S,Standard,19/04/2024,,LPNHK223910790,Speedbox,,OO,SPEEDBOX 1.0 für Bosch (smarte System) E-Bike Tuning Bosch Gen.4 smarte System,Assistance,,CUSTOMER_DAMAGED,UNWANTED_ITEM,,B0B3JQYWH2,XV-IDS4-39ZI,X001OFI5N7,
,v1,,23/04/2024,,LPNHE201669758,Singer,,,"Singer SWP.02C2E Stiratore Verticale, Nero, serbatoio 2,5L, 1500W, autonomia vapore 90 minuti, Medium",Assistance,,CUSTOMER_DAMAGED,QUALITY_UNACCEPTABLE,,B088PBVZD4,2M-64E8-2E68,X001MW3BG3,
,v1,,23/04/2024,,LPNA031469692,Singer,,,"Singer SWP Steamworks PRO Sistema Stiro Verticale, Grigio/Bianco",Assistance,,DEFECTIVE,DEFECTIVE,,B0094BL276,PN-0M9T-AV5Z,X001LQJJX9,
,196,,23/04/2024,,N.A.,Oxyturbo,,mignon o2 nomano - messo sacchetto,-,New inventory,,-,-,-,"        	
B01ND19CY3",7G-2VPK-9BAX,-,
,188,Standard,23/04/2024,,LPNA031862103,Roten,,X,RO+TEN - Busto semirigido per donna con spallacci e tiranti - M,Assistance,,DEFECTIVE,PRODUCT_NOT_ITALIAN,,B0100YE862,YS-W106-KAJZ,X001NZ6QHF,
,188,Standard,23/04/2024,,LPNA031876311,Roten,,X,RO+TEN - Busto semirigido per donna con spallacci e tiranti - M,Assistance,,DEFECTIVE,NOT_COMPATIBLE,Serve una taglia più grande,B0100YE862,YS-W106-KAJZ,X001NZ6QHF,
,188,,23/04/2024,,N.A.,Roten,,shoudfix II -X,-,Assistance,,-,-,-,"	
B00ZLOSTDU",-,-,
,188,,23/04/2024,,N.A.,Roten,,shoudfix II -X,-,Assistance,,-,-,-,"	
B00ZLOSTDU",-,-,
,188,,23/04/2024,,N.A.,Roten,,shoudfix II -X,-,Assistance,,-,-,-,"	
B00ZLOSTDU",-,-,
,188,,23/04/2024,,N.A.,Roten,,shoudfix II -X,-,Assistance,,-,-,-,"	
B00ZLOSTDU",-,-,
,188,,23/04/2024,,N.A.,Roten,,shoudfix II -X,-,Assistance,,-,-,-,"	
B00ZLOSTDU",-,-,
,188,,23/04/2024,,N.A.,Roten,,shoudfix II -X,-,Assistance,,-,-,-,"	
B00ZLOSTDU",-,-,
,188,Standard,23/04/2024,,LPNA031610486,Roten,,X,RO+TEN - Busto semirigido per donna con spallacci e tiranti - M,Assistance,,DEFECTIVE,NOT_COMPATIBLE,"Non é la cosa che mia moglie si aspettava, almeno rispetto ad altri che aveva acquistato in precedenza",B0100YE862,YS-W106-KAJZ,X001NZ6QHF,
,188,Standard,23/04/2024,,LPNA031812818,Roten,,X,RO+TEN - Busto semirigido per donna con spallacci e tiranti - M,Assistance,,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,,B0100YE862,YS-W106-KAJZ,X001NZ6QHF,
,188,,23/04/2024,,N.A.,Roten,,litecross 91 - L -X,-,Assistance,,-,-,-,B0100Z06WG,-,-,
,188,,23/04/2024,,N.A.,Roten,,litecross 91 - L -X,-,Assistance,,-,-,-,B0100Z06WG,-,-,
,188,,23/04/2024,,N.A.,Roten,,sat 1336 L - X,-,Assistance,,-,-,-,B0100YE5GA,-,-,
,188,,23/04/2024,,N.A.,Roten,,sat 1336 L - X,-,Assistance,,-,-,-,B0100YE5GA,-,-,
,188,Standard,23/04/2024,,LPNHF001574847,Roten,,X,RO+TEN - Tutore per lussazione acromion claveare Roten - Destra,Assistance,,DEFECTIVE,NOT_COMPATIBLE,Non è adatto per il problema che ho,B0100YC5S0,YL-RW30-3914,X001KEO5FJ,
,188,Standard,23/04/2024,,LPNA032011036,Roten,,X,RO+TEN - Taylor II Tutore dorso-lombare con busto sat - M,Assistance,,DEFECTIVE,NOT_COMPATIBLE,Misura non adeguata,B0100YR1UM,FB-P3JY-XO3M,X001NZ9ROJ,
,188,Standard,23/04/2024,,LPNA031897025,Roten,,X,"RO+TEN - Spinalplus Tutore per osteoporosi - XS, cifosi, correzione della postura",Assistance,,DEFECTIVE,DEFECTIVE,,B0100YB0OA,D2-HYOJ-NT6P,X001KCCT2R,
,188,Standard,23/04/2024,,LPNA047150703,Roten,,X,RO+Ten | Equal 450 | Tutore a Stivaletto Rigido Basso | Scarpe Ortopediche Donna e Uomo | Tutore Caviglia Distorsione | Cinghia di Fissaggio (M),Assistance,,CUSTOMER_DAMAGED,QUALITY_UNACCEPTABLE,,B0BR864LC1,amzn.gr.MT-HBI2-G1QK-0STZcu3U-vkd1NRt-LN,X001XC8CB1,
,188,Standard,23/04/2024,,LPNA046978514,Roten,,X,EQUALIZER RO+TEN PR4-400 tutore fisso per tibio-tarsica per trauma alla caviglia e lesioni al tendine d'Achille - mis. SMALL (36-39) - Conforme alla normativa CE,Assistance,,DEFECTIVE,NOT_COMPATIBLE,Non compatibile col mio numero,B07BRS76XR,V0-VKKO-4TL1,X001KEO3SN,
,188,Standard,23/04/2024,,LPNA031898742,Roten,,X,EQUALIZER RO+TEN PR4-400 tutore fisso per tibio-tarsica per trauma alla caviglia e lesioni al tendine d'Achille - mis. LARGE (44-47) - Conforme alla normativa CE,Assistance,,DEFECTIVE,NOT_COMPATIBLE,Il tutore è molto pesante da sopportare,B07BRGXV32,LD-QYNI-MEQB,X001O28MO7,
,188,Standard,23/04/2024,,LPNA046952213,Roten,,X,RO+TEN - Busto semirigido per donna con spallacci e tiranti - L,Assistance,,CUSTOMER_DAMAGED,SWITCHEROO,,B0100YE5GA,4L-W8KB-9M44,X001NZ6QR5,
,188,Standard,23/04/2024,,LPNA031699613,Roten,,X,RO+TEN - Busto semirigido per donna con spallacci e tiranti - M,Assistance,,DEFECTIVE,NOT_AS_DESCRIBED,l&#39;immagine riporta un modello diverso da quello ricevuto,B0100YE862,YS-W106-KAJZ,X001NZ6QHF,
,188,Standard,23/04/2024,,LPNA031888391,Roten,,X,RO+TEN - Busto semirigido per donna con spallacci e tiranti - M,Assistance,,DEFECTIVE,QUALITY_UNACCEPTABLE,E piccolo mi serve una XL posso cambiarlo grazie,B0100YE862,YS-W106-KAJZ,X001NZ6QHF,
,186,,23/04/2024,,N.A.,Bonomini,,antiriflusso,-,New inventory,,-,-,-,B074PW4WJB,1236,-,
,196,,23/04/2024,,N.A.,Samsung,,watch 3,-,Used inventory,,-,-,-,B08DRTWWR6,SZ-O9RB-3PGI,-,
,196,Standard,23/04/2024,,LPNIC053899943,ultimate ears,,,"Ultimate Ears Megablast Altavoz Portátil Inalámbrico Wifi y Bluetooth, Graves Profundos, Compatible con Alexa, Impermeable, Conexión múltiple, Batería de 15 h, color Negro",Used inventory,,CUSTOMER_DAMAGED,NOT_COMPATIBLE,,B075XV74YT, T1-8JLP-YXYU,X001V5PUWJ,
,159,Standard,03/05/2024,,LPNHE813434360,Orno,,,ORNO ZS-850 Verrou a Code Mecanique Bluetooth Smart IP44 Ouvert Via Code PIN ou Application pour Poignée Connectée,Assistance,,CUSTOMER_DAMAGED,NOT_COMPATIBLE,,B089MCC5R4,YE-OWHR-XZ5W,B089MCC5R4,
,,Standard,03/05/2024,,LPNRP001111486,Western Digital,,,"WD WD20EZAZ - Hard disk per desktop, 2 TB, 5400 RPM, classe SATAIII, 256 MB 3,5""",Used inventory,,DEFECTIVE,DEFECTIVE,Difettoso,B07M7Q3FXG,SB-7ARI-02U3,X001RLD77H,
,180,,03/05/2024,,LPNHE757849846,Roten,??????????????,x,-,Assistance,,-,-,-,-,-,-,
,180,Standard,03/05/2024,,LPNRP011858022,Roten,,x,RO+TEN - Busto semirigido per donna con spallacci e tiranti - S,Assistance,,DEFECTIVE,NOT_COMPATIBLE,Taglia non si adatta,B0100YF3UM,9J-IR5L-23L6,X001NZB4TF,
,A,,03/05/2024,,LPNIC102076297,Singer,,,"Singer 2250 Tradition - Máquina de Coser mecánica, 10 Puntadas, 43 x 22 x 35.2 cm, 6 Kg, Blanco",Assistance,,DEFECTIVE,DEFECTIVE,,B001CBZB5K,C6-7HOS-SN30,X001VSD4VP,
,115P,Standard,06/05/2024,,LPNHE549809107,powunity,,X,-,Assistance,,,,,B09VQ3JSYD,-,-,
,115S,Standard,06/05/2024,,LPNHK165296909,Speedbox,,OO,SPEEDBOX 3.0 für Bosch // eBike Tuning auch für Bosch Motoren der 4. Generation // Smarter Tuning Chip der 3. Generation inkl. Kurbelabzieher,Assistance,,CUSTOMER_DAMAGED,UNWANTED_ITEM,,B083XWBG2M,GN-1WY0-J7NH,X001G82WNB,
,115S,Standard,06/05/2024,,LPNHK245593046,Speedbox,,OO,SPEEDBOX 1.0 für Bosch (smarte System) E-Bike Tuning Bosch Gen.4 smarte System,Assistance,,DEFECTIVE,DEFECTIVE,Artikel war nicht original verpackt und ist defekt.,B0B3JQYWH2,XV-IDS4-39ZI,X001OFI5N7,
,205,,06/05/2024,,LPNIC105487524,Singer,,manca la scatola,SINGER Heavy Duty 4411 - Máquina de coser eléctrica,Assistance,,DEFECTIVE,DEFECTIVE,,B003VWXZKG,6A-VZX3-JZXW,X001NNHOFZ,
,149,Standard,06/05/2024,,LPNA036644781,Roten,,X,"RO+TEN Doppia Tavoletta Propriocettiva Semisferica per Riabilitazione Caviglia, Interventi ai Legamenti e al Tendine d'Achille, 30x31 cm",Assistance,,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,,B00ZUG94JM,AY-2ZXG-GRJL,X0018MO0UD,
,196,Standard,06/05/2024,,LPNHE813990747,Reflecta,,,"Reflecta x33-Scan Dia-Scanner, 64530",Used inventory,,DEFECTIVE,DEFECTIVE,SD Speicherkarte  wird immer als voll gemeldet trotz mehmaliger Formatierung. Versuche mit 3 verschiedenen Karten sind gescheitert,B083XGW4DC,VX-7RH8-R2HG,X001Y74HOV,
,196,Standard,06/05/2024,,LPNHE814029538,Reflecta,,,"Reflecta x33-Scan Dia-Scanner, 64530",Used inventory,,DEFECTIVE,QUALITY_UNACCEPTABLE,"Verbindung über USB funktioniert nicht,",B083XGW4DC,VX-7RH8-R2HG,X001Y74HOV,
,A,Standard,09/05/2024,,LPNA031819806,Singer,,,Macchina da cucire SINGER SC220-GRN - 200 punti,New inventory,,DEFECTIVE,DEFECTIVE,,B08ZC3X3S7,CC-77EL-DDOA,X001MXUL01,
,188,Standard,13/05/2024,,LPNHE810999158,Roten,,X,"ROTEN Shouldfix II Tutore Spalla e Braccio Con Immobilizzatore e tasca gomito rimovibile, Destro e Sinistro , per Spalla Lussata, Fratture Omero",Assistance,,DEFECTIVE,NOT_COMPATIBLE,Non è abbastanza grande,B00ZLOSTDU,WN-Y6CO-E86B,X001JHJFBL,
,188,Standard,13/05/2024,,LPNHE810973507,Roten,,X,"ROTEN - Airstrong tutore bivalva con imbottiture ad aria gonfiabili, Distorsione alla caviglia",Assistance,,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,,B00ZUEUDKI,59-RPNO-KP7W,X001LBWEL3,
,188,Standard,13/05/2024,,LPNA036260130,Roten,,X,ROTEN | Tavoletta Singola | Riabilitazione caviglia o ginocchio | Propriocettiva | tendine d'Achille e distorsioni | Semisferica | Antiscivolo,Assistance,,DEFECTIVE,NOT_COMPATIBLE,prestazioni non idonee allo scopo per il quale è stato acquistato,B01ITHU7LM,KI-H25S-KTV9,X00190KOOZ,
,188,Standard,13/05/2024,,LPNA036485289,Roten,,X,RO+TEN - Tutore a cuscino per spalla con abduzione fissa a 10° TOP-S 10° - M,Assistance,,DEFECTIVE,NOT_AS_DESCRIBED,No resolve problem,B0100Y2G7A,6W-DOJJ-2GST,X001JOECAN,
,,Standard,17/05/2024,,LPNHE787472002,Soundmaster,,,Soundmaster UR230WE UKW-PLL Radio Radiowecker Wecker Naturklänge farbiges LED Nachtlicht Aufwachlicht Sonnenaufgang 2 Weckzeiten Wochenendfunktion,New inventory,,CUSTOMER_DAMAGED,UNWANTED_ITEM,,B07HRVTJYY,4O-ZW3T-C39Q,X001VFGTPV,
,115S,Standard,21/05/2024,,LPNIC101540930,Speedbox,,,SpeedBox Bosch 3.0con Extractor de bielas Chip para bicicleta eléctrica para todos los motores Bosch,Assistance,,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,,B083Y1V4XY,amzn.gr.T7-YCS0-UPXB-f6p2zJyVqqNkQ30I-LN,X001YUP08P,
,215,,22/05/2024,,N.A.,phonocar,,PHONOCAR 02625,-,Used inventory,,-,-,-,B08BXQKM2K,Q6-7U95-17AF,-,
,215,,22/05/2024,,N.A.,phonocar,,PHONOCAR 02625,-,Used inventory,,-,-,-,B08BXQKM2K,Q6-7U95-17AF,-,
,216,Standard,31/05/2024,,LPNHK254087584,Tellur,,,"TELLUR SMART Wassermelder WLAN, Wassersensor WiFi, Telefon-App, Akustischer Alarm, Funktioniert mit Typischen LR03(AAA) Batterien und Hält bis zu 6 Monate, 1 m Kabel, Kein HUB Erforderlich",Used inventory,,DEFECTIVE,DEFECTIVE,keine deutsche Bedienungsanleitung vorhanden App funktioniert nicht,B07SJC4S8X,U5-J3R9-0AR7,B07SJC4S8X,
,216,Standard,31/05/2024,,LPNHK253567094,Tellur,,,"TELLUR CK-B1 Freisprecheinrichtung für Auto, Bluetooth-Kit für Sonnenblende, Automatisches Einschalten und Verbindung durch Vibrationssensor, Sprachsteuerung auf Deutsch, Siri und Google, Multipoint",New inventory,,DEFECTIVE,MISSING_PARTS,,B085V346X2,Uncommingled.MSKU.1697553736784,X001VJMVHR,
,216,Standard,31/05/2024,,LPNHK253060215,Reflecta,,,"Reflecta x33-Scan Dia-Scanner, 64530",New inventory,,CUSTOMER_DAMAGED,QUALITY_UNACCEPTABLE,,B083XGW4DC,OE-IDCO-FIVP,X001Y74HOV,
,216,Standard,31/05/2024,,LPNHK254000538,Singer,,,Singer Stitch Sew Quick,New inventory,,CUSTOMER_DAMAGED,UNWANTED_ITEM,,B003BS34FG,FK-PB3S-Y1AC,X001NKJ0AP,
,216,Standard,31/05/2024,,LPNHE816005551,Reflecta,,,Refl x33-Scan,Used inventory,,DEFECTIVE,DEFECTIVE,Scherm is defect/ geeft strepen,B083XGW4DC,VX-7RH8-R2HG,X001Y74HOV,
,216,Standard,31/05/2024,,LPNHE798061369,Soundmaster,,,Soundmaster DAB60WE DAB+ UKW Bluetooth Badradio Steckdosenradio mit Bewegungsmelder und eingebautem Akku,Used inventory,,DEFECTIVE,DEFECTIVE,Der Akku ist nach kurzer Zeit leer. Die versprochene Zeit wird deutlich unterschritten. Gerät war auch nicht mehr original verpackt.,B09779BFMM,C1-YI5L-2JLK,X001V60JSN,
,216,Standard,31/05/2024,,LPNA036559598,Soundmaster,,,Soundmaster DAB60WE Dab+ FM Radio da Bagno,Used inventory,,DEFECTIVE,QUALITY_UNACCEPTABLE,Batteria non carica,B09779BFMM,C1-YI5L-2JLK,X001V60JSN,
,216,Standard,31/05/2024,,LPNHK253200196,Soundmaster,,,Soundmaster UR2045SI DAB+ und UKW-RDS Küchenunterbauradio mit Bluetooth,Used inventory,,DEFECTIVE,DEFECTIVE,DAB funktion funktioniert nicht,B07TBTJYST,O0-KSR5-NHSE,X001Y51OB7,
,144,Standard,07/06/2024,,LPNA040001041,Roten,,X,RO+TEN - Top-S 15° Supporto per spalla con abduzione fissa a 15° - L,Assistance,,DEFECTIVE,NOT_COMPATIBLE,Purtroppo la distanza è errata ho bisogno di un tutore con distanza di 20 cm questo è da15 grazie mille ad Amazon,B0100Y4YKC,T2-NUIH-JUA8,X001JOI46V,
,282,Standard,07/06/2024,,LPNHE816849017,Roten,,X,"ROTEN - Airstrong tutore bivalva con imbottiture ad aria gonfiabili, Distorsione alla caviglia",Assistance,,DEFECTIVE,DEFECTIVE,una delle due sacche gonfiabili e forata,B00ZUEUDKI,59-RPNO-KP7W,X001LBWEL3,
